"","...1","hit_id","query_id","biosample_id","closest_ref","distance","SRM_present","single_closest_ref","na.rm"
"5824",5824,"UPDY01.1897.1_6/63-344","UPDY01","SAMEA2737721","['Bilophila_sp._4_1_30__BilSpec3']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"5825",5825,"ULQC01.92921.1_1/2-286","ULQC01","SAMEA4835645","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",NA,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"5826",5826,"ULQC01.40276.1_5/2-182","ULQC01","SAMEA4835645","['Desulfitibacter_alkalitolerans__DfiAlka2']",NA,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2",TRUE
"5827",5827,"OYSI01.1166.1_1/20-363","OYSI01","SAMN06165623","['Desulfovibrio_vulgaris__DQ826729']",0.518509611398038,TRUE,"Desulfovibrio_vulgaris__DQ826729",TRUE
"5828",5828,"OYSI01.3862.1_1/1-184","OYSI01","SAMN06165623","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",0.660840173848276,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"5829",5829,"OYPX01.3399.1_1/1-203","OYPX01","SAMN06165561","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",1.18217398423978,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"5830",5830,"OYPX01.5925.1_1/5-177","OYPX01","SAMN06165561","['Desulfitibacter_alkalitolerans__DfiAlka2']",0.870705796485778,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2",TRUE
"5831",5831,"UEQK01.2405.1_1/21-362","UEQK01","SAMN06115485","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",2e-06,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"5832",5832,"UEQK01.2405.1_2/63-344","UEQK01","SAMN06115485","['Bilophila_sp._4_1_30__BilSpec3']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"5833",5833,"OPZZ01.7111.1_3/9-219","OPZZ01","SAMD00036241","['Gordonibacter_pamelaeae__GrdPame5']",0.587876376715172,TRUE,"Gordonibacter_pamelaeae__GrdPame5",TRUE
"5834",5834,"JABLYP01.41.1_14/21-362","JABLYP01","SAMN14944912","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",2e-06,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"5835",5835,"JABLYP01.41.1_13/63-344","JABLYP01","SAMN14944912","['Bilophila_sp._4_1_30__BilSpec3']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"5836",5836,"OVYB01.314.1_11/21-362","OVYB01","SAMEA3708556","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",2e-06,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"5837",5837,"OVYB01.314.1_10/63-344","OVYB01","SAMEA3708556","['Bilophila_sp._4_1_30__BilSpec3']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"5838",5838,"OWBR01.2973.1_4/10-349","OWBR01","SAMEA3708639","['Bilophila_sp._4_1_30__BilSpec3']",0.00166686459370536,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"5839",5839,"OWBR01.2973.1_5/55-389","OWBR01","SAMEA3708639","['Bilophila_sp._4_1_30__BilSpec3']",0.00166686459370536,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"5840",5840,"UMIQ01.7028.1_2/5-210","UMIQ01","SAMEA4836129","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",NA,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"5841",5841,"UEOD01.19444.1_1/59-252","UEOD01","SAMN06115526","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_sp._4_1_30__BilSpec3']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"5842",5842,"UEOD01.25847.1_1/1-225","UEOD01","SAMN06115526","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.024056,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"5843",5843,"UXQN01.28851.1_2/6-419","UXQN01","SAMEA2162036","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.0576590545663892,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"5844",5844,"OWFN01.716.1_14/21-362","OWFN01","SAMEA3708647","['Bilophila_sp._4_1_30__BilSpec3']",0.00166686459370536,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"5845",5845,"OWFN01.716.1_15/63-344","OWFN01","SAMEA3708647","['Bilophila_sp._4_1_30__BilSpec3']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"5846",5846,"OYFR01.337.1_1/21-362","OYFR01","SAMN06165659","['Bilophila_sp._4_1_30__BilSpec3']",0.00166686459370536,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"5847",5847,"OYFR01.337.1_2/63-344","OYFR01","SAMN06165659","['Bilophila_sp._4_1_30__BilSpec3']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"5848",5848,"OYFR01.6796.1_1/9-178","OYFR01","SAMN06165659","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",NA,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"5849",5849,"OWAH01.679.1_21/21-362","OWAH01","SAMEA3708601","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",2e-06,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"5850",5850,"OWAH01.679.1_22/63-344","OWAH01","SAMEA3708601","['Bilophila_sp._4_1_30__BilSpec3']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"5851",5851,"OWAH01.42258.1_1/4-217","OWAH01","SAMEA3708601","['QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"5852",5852,"OWAH01.53685.1_1/1-179","OWAH01","SAMEA3708601","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.197297,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"5853",5853,"UPCO01.781.1_20/21-362","UPCO01","SAMEA2737710","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",2e-06,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"5854",5854,"UPCO01.781.1_21/63-344","UPCO01","SAMEA2737710","['Bilophila_sp._4_1_30__BilSpec3']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"5855",5855,"OYLS01.240.1_2/20-361","OYLS01","SAMN06165523","['QUERY___Ley3_66761_scaffold_1025_dsrA']",2e-06,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"5856",5856,"OYLS01.240.1_3/9-272","OYLS01","SAMN06165523","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.0827830545663892,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"5857",5857,"OYLU01.1158.1_1/63-375","OYLU01","SAMN06165505","['Bilophila_sp._4_1_30__BilSpec3']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"5858",5858,"OYMU01.1024.1_4/12-336","OYMU01","SAMN06165579","['Desulfitibacter_alkalitolerans__DfiAlka2']",0.827820796485778,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2",TRUE
"5859",5859,"OYMU01.1024.1_5/5-372","OYMU01","SAMN06165579","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",1.13662198423978,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"5860",5860,"OYMU01.1319.1_1/21-362","OYMU01","SAMN06165579","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",2e-06,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"5861",5861,"OYMU01.1319.1_2/63-344","OYMU01","SAMN06165579","['Bilophila_sp._4_1_30__BilSpec3']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"5862",5862,"ORRI01.13236.1_3/4-207","ORRI01","SAMEA2338623","['Desulfovibrio_sp._6_1_46AFAA__DsvSp231']",0.39556978774442,TRUE,"Desulfovibrio_sp._6_1_46AFAA__DsvSp231",TRUE
"5863",5863,"ORRI01.41046.1_1/2-177","ORRI01","SAMEA2338623","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.325884,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"5864",5864,"OVMK01.23643.1_1/14-340","OVMK01","SAMN06016420","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.019042,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"5865",5865,"OVMK01.33488.1_1/44-248","OVMK01","SAMN06016420","['Bilophila_sp._4_1_30__BilSpec3']",0.0242498645937054,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"5866",5866,"UZUS01.2318.1_2/21-362","UZUS01","SAMN00792079","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",2e-06,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"5867",5867,"UZUS01.1452.1_15/18-361","UZUS01","SAMN00792079","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.552646,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"5868",5868,"UZUS01.1452.1_14/5-398","UZUS01","SAMN00792079","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.405529,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"5869",5869,"UZUS01.2318.1_1/17-315","UZUS01","SAMN00792079","['Bilophila_sp._4_1_30__BilSpec3', 'Bilophila_wadsworthia__BilWads6', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"5870",5870,"OVSX01.14992.1_1/5-372","OVSX01","SAMN06016334","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",1.25517998423978,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"5871",5871,"OVSX01.68769.1_1/22-159","OVSX01","SAMN06016334","['QUERY___Thermodesulfobium_narugense_dsrA']",0.907897,TRUE,"QUERY___Thermodesulfobium_narugense_dsrA",TRUE
"5872",5872,"OVSX01.14992.1_2/12-217","OVSX01","SAMN06016334","['Desulfitibacter_alkalitolerans__DfiAlka2']",NA,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2",TRUE
"5873",5873,"OVSX01.54276.1_1/4-207","OVSX01","SAMN06016334","['QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"5874",5874,"OVLV01.5272.1_2/20-362","OVLV01","SAMN06016341","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.14428,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"5875",5875,"OVLV01.2220.1_4/4-421","OVLV01","SAMN06016341","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.0608510545663892,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"5876",5876,"OVLV01.5272.1_3/12-199","OVLV01","SAMN06016341","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.036873,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"5877",5877,"OQPY01.9861.1_3/2-207","OQPY01","SAMN02712136","['Bilophila_sp._4_1_30__BilSpec3']",0.00166686459370536,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"5878",5878,"UMIP01.2713.1_2/20-361","UMIP01","SAMEA4836117","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.112153,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"5879",5879,"UMIP01.24371.1_4/20-361","UMIP01","SAMEA4836117","['QUERY___Ley3_66761_scaffold_1025_dsrA']",2e-06,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"5880",5880,"UMIP01.4942.1_5/21-362","UMIP01","SAMEA4836117","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",2e-06,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"5881",5881,"UMIP01.67128.1_3/20-363","UMIP01","SAMEA4836117","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.212594,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"5882",5882,"UMIP01.67128.1_2/4-417","UMIP01","SAMEA4836117","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.404470083011529,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"5883",5883,"UMIP01.4942.1_6/63-344","UMIP01","SAMEA4836117","['Bilophila_sp._4_1_30__BilSpec3']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"5884",5884,"USVT01.9281.1_1/21-362","USVT01","SAMN06112019","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",2e-06,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"5885",5885,"USVT01.9281.1_2/63-392","USVT01","SAMN06112019","['Bilophila_sp._4_1_30__BilSpec3']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"5886",5886,"OYCY01.33916.1_1/4-220","OYCY01","SAMN06164763","['Desulfitibacter_alkalitolerans__DfiAlka2']",1.05089779648578,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2",TRUE
"5887",5887,"ORJY01.597.1_4/12-336","ORJY01","SAMN04329851","['Desulfitibacter_alkalitolerans__DfiAlka2']",0.820167796485778,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2",TRUE
"5888",5888,"ORJY01.597.1_5/8-316","ORJY01","SAMN04329851","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",NA,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"5889",5889,"OVTF01.3900.1_2/3-312","OVTF01","SAMN06016412","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",NA,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"5890",5890,"OVTF01.23111.1_1/63-317","OVTF01","SAMN06016412","['Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"5891",5891,"OYSA01.674.1_3/12-347","OYSA01","SAMN06165528","['Desulfitibacter_alkalitolerans__DfiAlka2']",0.952449796485778,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2",TRUE
"5892",5892,"OYSA01.674.1_2/5-403","OYSA01","SAMN06165528","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",1.16540498423978,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"5893",5893,"OYSA01.581.1_1/21-362","OYSA01","SAMN06165528","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.031438,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"5894",5894,"OYSA01.1705.1_2/20-363","OYSA01","SAMN06165528","['Desulfovibrio_vulgaris__DQ826729']",0.518509611398038,TRUE,"Desulfovibrio_vulgaris__DQ826729",TRUE
"5895",5895,"OYSA01.474.1_2/20-361","OYSA01","SAMN06165528","['Desulfovibrio_sp._6_1_46AFAA__DsvSp231']",0.0260857877444196,TRUE,"Desulfovibrio_sp._6_1_46AFAA__DsvSp231",TRUE
"5896",5896,"OYSA01.581.1_2/98-430","OYSA01","SAMN06165528","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.055705,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"5897",5897,"OYSA01.474.1_3/89-480","OYSA01","SAMN06165528","['Desulfovibrio_sp._3_1_syn3__DsvSp230']",0.00163007658637108,TRUE,"Desulfovibrio_sp._3_1_syn3__DsvSp230",TRUE
"5898",5898,"OYKN01.179.1_2/61-342","OYKN01","SAMN06165573","['Bilophila_sp._4_1_30__BilSpec3']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"5899",5899,"OYKN01.179.1_1/21-325","OYKN01","SAMN06165573","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",2e-06,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"5900",5900,"ORQK01.22490.1_1/1-272","ORQK01","SAMEA2338669","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",NA,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"5901",5901,"OQQH01.30758.1_1/21-362","OQQH01","SAMN02712190","['Bilophila_sp._4_1_30__BilSpec3']",0.00166686459370536,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"5902",5902,"OQQH01.83241.1_1/1-198","OQQH01","SAMN02712190","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_sp._4_1_30__BilSpec3', 'Bilophila_wadsworthia__BilWads6']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"5903",5903,"OWSB01.1638.1_13/12-350","OWSB01","SAMEA4378313","['Desulfitibacter_alkalitolerans__DfiAlka2']",1.09089579648578,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2",TRUE
"5904",5904,"OWSB01.1638.1_14/5-372","OWSB01","SAMEA4378313","['QUERY___Peptococcaceae_bacterium_CEB3_dsrB']",1.5442911875511,TRUE,"QUERY___Peptococcaceae_bacterium_CEB3_dsrB",TRUE
"5905",5905,"OWSB01.141.1_38/18-361","OWSB01","SAMEA4378313","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.542434,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"5906",5906,"OWSB01.141.1_37/5-398","OWSB01","SAMEA4378313","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.412185,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"5907",5907,"OYWU01.53823.1_1/2-181","OYWU01","SAMN06165043","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",NA,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"5908",5908,"OPUS01.12942.1_2/192-512","OPUS01","SAMEA2043042","['QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"5909",5909,"OPUS01.12942.1_1/19-189","OPUS01","SAMEA2043042","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.053542,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"5910",5910,"UPSX01.8822.1_3/26-350","UPSX01","SAMN06112033","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",2e-06,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"5911",5911,"UPSX01.18928.1_1/63-344","UPSX01","SAMN06112033","['Bilophila_sp._4_1_30__BilSpec3']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"5912",5912,"OWBS01.2427.1_2/21-362","OWBS01","SAMEA3708483","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",2e-06,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"5913",5913,"OWBS01.2427.1_1/2-212","OWBS01","SAMEA3708483","['Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_wadsworthia__BilWads6']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"5914",5914,"UPEH01.6792.1_3/21-362","UPEH01","SAMEA2737704","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",2e-06,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"5915",5915,"UPXA01.30733.1_1/20-361","UPXA01","SAMN06112028","['QUERY___Ley3_66761_scaffold_1025_dsrA']",2e-06,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"5916",5916,"UPXA01.14720.1_1/4-419","UPXA01","SAMN06112028","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.007748,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"5917",5917,"UPXA01.14720.1_2/20-211","UPXA01","SAMN06112028","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.111666,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"5918",5918,"UYCP01.55456.1_2/16-340","UYCP01","SAMEA2153852","['uncultured_bacterium__EF645667']",0.0936526056413982,TRUE,"uncultured_bacterium__EF645667",TRUE
"5919",5919,"UYCG01.10763.1_6/12-350","UYCG01","SAMEA2150726","['Desulfitibacter_alkalitolerans__DfiAlka2']",1.07574679648578,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2",TRUE
"5920",5920,"UYCG01.19127.1_2/20-361","UYCG01","SAMEA2150726","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.11038,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"5921",5921,"UYCG01.10763.1_7/5-372","UYCG01","SAMEA2150726","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",1.46677498423978,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"5922",5922,"UYCG01.19127.1_1/3-247","UYCG01","SAMEA2150726","['QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"5923",5923,"UYFS01.6872.1_2/20-361","UYFS01","SAMEA2149794","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.0739920545663892,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"5924",5924,"UYFS01.6872.1_3/4-418","UYFS01","SAMEA2149794","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.029904,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"5925",5925,"UYFS01.37260.1_2/1-239","UYFS01","SAMEA2149794","['Desulfitibacter_alkalitolerans__DfiAlka2']",1.06919079648578,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2",TRUE
"5926",5926,"UYFS01.44921.1_2/1-171","UYFS01","SAMEA2149794","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",NA,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"5927",5927,"OYFM01.277.1_2/18-361","OYFM01","SAMN06165450","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.552646,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"5928",5928,"OYFM01.277.1_3/5-398","OYFM01","SAMN06165450","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.408717,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"5929",5929,"OYKW01.1978.1_1/4-216","OYKW01","SAMN06165718","['Desulfovibrio_sp._Dsv1__DsvSp233']",0.0304273398982702,TRUE,"Desulfovibrio_sp._Dsv1__DsvSp233",TRUE
"5930",5930,"OYKW01.2174.1_2/8-146","OYKW01","SAMN06165718","['QUERY___Thermodesulfobium_narugense_dsrA']",0.492865,TRUE,"QUERY___Thermodesulfobium_narugense_dsrA",TRUE
"5931",5931,"UMGZ01.75693.1_3/18-361","UMGZ01","SAMEA4836087","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.552646,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"5932",5932,"UMGZ01.72067.1_1/63-344","UMGZ01","SAMEA4836087","['Bilophila_sp._4_1_30__BilSpec3']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"5933",5933,"UMGZ01.75693.1_4/15-315","UMGZ01","SAMEA4836087","['QUERY___Ley3_66761_scaffold_1830_dsrB']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"5934",5934,"UMGZ01.56983.1_1/1-301","UMGZ01","SAMEA4836087","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",NA,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"5935",5935,"OYRF01.3096.1_1/1-207","OYRF01","SAMN06165360","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",NA,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"5936",5936,"OVSU01.16759.1_1/64-394","OVSU01","SAMN06016348","['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",NA,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"5937",5937,"ULSV01.33478.1_3/21-362","ULSV01","SAMEA4835717","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.00907899999999999,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"5938",5938,"ULSV01.33478.1_4/63-344","ULSV01","SAMEA4835717","['Bilophila_sp._4_1_30__BilSpec3']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"5939",5939,"UXRU01.2831.1_8/5-398","UXRU01","SAMEA2155093","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.405593,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"5940",5940,"CABSVB01.21.1_17/18-361","CABSVB01","SAMEA5852460","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.542434,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"5941",5941,"CABSVB01.21.1_16/5-398","CABSVB01","SAMEA5852460","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.405593,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"5942",5942,"UEYI01.9754.1_1/21-361","UEYI01","SAMN06115521","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",2e-06,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"5943",5943,"UEYI01.16060.1_2/20-361","UEYI01","SAMN06115521","['QUERY___Ley3_66761_scaffold_1025_dsrA']",2e-06,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
